geoid,name,state,lat,lon,pop
4066800,Shawnee,OK,35.36941,-96.95641,32092
2606020,Bay City,MI,43.59006,-83.88842,32086
3479040,Westfield,NJ,40.65164,-74.34345,32050
3741960,Matthews,NC,35.11979,-80.70969,32048
0884440,Wheat Ridge,CO,39.77267,-105.1048,31999
3512150,Carlsbad,NM,32.40079,-104.24101,31999
3663418,Rome,NY,43.226,-75.48952,31990
4803300,Anna,TX,33.34817,-96.55345,31986
0604870,Bell,CA,33.9797,-118.17925,31930
0603820,Banning,CA,33.9459,-116.89904,31929
1345488,Lawrenceville,GA,33.95287,-83.99223,31877
1723256,Elk Grove Village,IL,42.00497,-87.99198,31802
0670042,Santa Paula,CA,34.35494,-119.06627,31786
2707948,Brooklyn Center,MN,45.06797,-93.31783,31755
3712860,Clayton,NC,35.65814,-78.44601,31732
4006400,Bixby,OK,35.94557,-95.87834,31728
3764740,Statesville,NC,35.78549,-80.87296,31693
3956882,North Olmsted,OH,41.41493,-81.91913,31690
2236255,Houma,LA,29.57868,-90.70802,31671
3501780,Alamogordo,NM,32.88362,-105.96361,31667
1211050,Casselberry,FL,28.66118,-81.32193,31650
0622300,El Paso de Robles (Paso Robles),CA,35.62851,-120.65036,31568
0668294,San Pablo,CA,37.96286,-122.34258,31562
0670742,Seaside,CA,36.62506,-121.8178,31524
4869032,Southlake,TX,32.95449,-97.14887,31500
0155200,Northport,AL,33.25756,-87.5964,31492
1848798,Michigan City,IN,41.70878,-86.86687,31466
3460900,Princeton,NJ,40.35824,-74.66673,31445
1261500,Rockledge,FL,28.32136,-80.73782,31429
4816468,Converse,TX,29.51249,-98.30463,31400
4947290,Magna metro township,UT,40.75954,-112.18273,31381
1276500,West Melbourne,FL,28.0504,-80.65833,31378
3632402,Harrison,NY,41.02354,-73.71928,31321
2546330,Northampton,MA,42.32704,-72.67463,31315
3040075,Kalispell,MT,48.21615,-114.32765,31296
1758447,Pekin,IL,40.56876,-89.62511,31266
2942032,Liberty,MO,39.24127,-94.41944,31245
2546598,North Attleborough Town,MA,41.97045,-71.33493,31210
1362104,Pooler,GA,32.10563,-81.25603,31171
2903160,Ballwin,MO,38.59506,-90.55002,31036
0606308,Beverly Hills,CA,34.07923,-118.40244,31027
3659223,Port Chester,NY,41.0047,-73.66718,30957
4501360,Anderson,SC,34.52149,-82.64352,30937
2641420,Jackson,MI,42.24216,-84.40204,30920
3957008,North Royalton,OH,41.31592,-81.74806,30894
0609066,Burlingame,CA,37.58995,-122.36334,30885
0643280,Los Altos,CA,37.36843,-122.09657,30864
1278300,Winter Park,FL,28.59663,-81.34575,30835
2137918,Hopkinsville,KY,36.83928,-87.47354,30800
1734722,Highland Park,IL,42.18237,-87.81085,30794
3461530,Rahway,NJ,40.60715,-74.28053,30763
0119648,Daphne,AL,30.62607,-87.88178,30751
0124184,Enterprise,AL,31.3269,-85.84402,30731
1215475,Crestview,FL,30.74793,-86.57927,30727
0553390,Paragould,AR,36.05229,-90.51046,30680
2722814,Fridley,MN,45.08425,-93.26005,30679
1753559,North Chicago,IL,42.3167,-87.8592,30639
4936070,Holladay,UT,40.65992,-111.8227,30588
0841835,Lafayette,CO,39.99481,-105.09968,30587
2755726,Rosemount,MN,44.74581,-93.06886,30581
1732018,Gurnee,IL,42.37009,-87.93681,30546
1700685,Algonquin,IL,42.15947,-88.32187,30539
1050670,Newark,DE,39.67765,-75.75748,30506
2526150,Gloucester,MA,42.62885,-70.68587,30491
5455756,Morgantown,WV,39.63749,-79.94686,30490
0670280,Saratoga,CA,37.26833,-122.02622,30486
3907972,Bowling Green,OH,41.37768,-83.64958,30463
4183750,Woodburn,OR,45.14727,-122.8604,30449
2747680,Oakdale,MN,44.98755,-92.96355,30441
4221648,Easton,PA,40.68597,-75.21855,30432
0639220,Laguna Hills,CA,33.59122,-117.69762,30378
4233408,Hazleton,PA,40.95047,-75.97251,30354
2445900,Laurel,MD,39.09508,-76.86124,30238
3421480,Englewood,NJ,40.8912,-73.97252,30221
2139142,Independence,KY,38.95744,-84.54737,30196
0640830,La Verne,CA,34.12052,-117.76993,30192
3647042,Middletown,NY,41.44492,-74.42357,30188
2710972,Chaska,MN,44.81636,-93.61002,30167
2213960,Central,LA,30.5593,-91.03551,30161
0640886,Lawndale,CA,33.88844,-118.35314,30160
5129744,Fredericksburg,VA,38.29927,-77.48666,29992
3653682,North Tonawanda,NY,43.04916,-78.87122,29981
2540115,Melrose,MA,42.45572,-71.05902,29938
1753000,Niles,IL,42.02786,-87.80997,29918
1273900,Venice,FL,27.11697,-82.41519,29902
4802272,Alvin,TX,29.42477,-95.22443,29869
1868220,Schererville,IN,41.48518,-87.44339,29780
4545115,Mauldin,SC,34.78102,-82.30423,29746
0603064,Atascadero,CA,35.48572,-120.68794,29743
4516405,Conway,SC,33.84193,-79.04565,29656
0675630,Suisun City,CA,38.24833,-122.01007,29614
0827865,Fountain,CO,38.68902,-104.68056,29457
0561670,Russellville,AR,35.27633,-93.13874,29442
2612060,Burton,MI,43.00075,-83.61815,29420
1834114,Hobart,IN,41.51353,-87.2764,29418
0665070,San Carlos,CA,37.49903,-122.26757,29403
2659920,Oak Park,MI,42.46494,-83.18241,29402
2140222,Jeffersontown,KY,38.20555,-85.56966,29388
2939044,Kirkwood,MO,38.57936,-90.42088,29348
0620956,East Palo Alto,CA,37.46778,-122.13255,29296
1728326,Galesburg,IL,40.95022,-90.37656,29289
3948160,Marysville,OH,40.22799,-83.35936,29276
2960788,Raytown,MO,38.99427,-94.46151,29244
2508130,Bridgewater Town,MA,41.97238,-70.97877,29167
0534750,Jacksonville,AR,34.88051,-92.13059,29129
1644290,Kuna,ID,43.52484,-116.40364,29127
2674960,Southgate,MI,42.20471,-83.20569,29081
2577890,West Springfield Town,MA,42.12545,-72.64973,29028
0648872,Monterey,CA,36.60119,-121.88311,29015
3929428,Garfield Heights,OH,41.41863,-81.60508,29014
2753026,Ramsey,MN,45.26002,-93.45223,28999
4132050,Happy Valley,OR,45.43603,-122.51013,28969
3405170,Bergenfield,NJ,40.92233,-73.998,28921
0568810,Texarkana,AR,33.43634,-93.98712,28897
1729756,Glen Ellyn,IL,41.86671,-88.06271,28872
5462140,Parkersburg,WV,39.26128,-81.54335,28834
1745694,McHenry,IL,42.3362,-88.29165,28825
3743480,Mint Hill,NC,35.17847,-80.6557,28825
3886220,Williston,ND,48.1895,-103.64912,28821
4821892,Eagle Pass,TX,28.7128,-100.48481,28768
3735600,Kernersville,NC,36.10617,-80.0819,28760
2500840,Agawam Town,MA,42.06389,-72.65296,28749
3665255,Saratoga Springs,NY,43.0677,-73.77814,28741
1741183,Lake in the Hills,IL,42.17936,-88.31547,28706
3971682,Shaker Heights,OH,41.47609,-81.5492,28689
2650560,Madison Heights,MI,42.50726,-83.10335,28626
2128900,Frankfort,KY,38.19497,-84.86588,28610
1709642,Burbank,IL,41.74442,-87.76851,28606
1374180,Sugar Hill,GA,34.08596,-84.03397,28598
5343150,Maple Valley,WA,47.36715,-122.03481,28553
1254450,Palm Springs,FL,26.63581,-80.09835,28548
1736750,Huntley,IL,42.1608,-88.43546,28495
1752584,New Lenox,IL,41.51002,-87.97,28480
2855760,Pearl,MS,32.27246,-90.09183,28458
2270805,Slidell,LA,30.28891,-89.78293,28440
0660704,Ridgecrest,CA,35.62854,-117.66399,28373
2665820,Port Huron,MI,42.99377,-82.43374,28342
1313492,Carrollton,GA,33.58169,-85.08398,28306
1846908,Marion,IN,40.54999,-85.66042,28216
2844520,Madison,MS,32.47388,-90.13087,28210
1378324,Union City,GA,33.59384,-84.56263,28195
3117670,Fremont,NE,41.43984,-96.487,28190
0608058,Brawley,CA,32.97845,-115.52857,28188
5554875,Mount Pleasant,WI,42.70883,-87.88489,28184
3650034,Newburgh,NY,41.50325,-74.01964,28181
4840588,Lake Jackson,TX,29.05086,-95.45123,28158
1742028,Lansing,IL,41.565,-87.546,28107
3629113,Glen Cove,NY,40.88476,-73.64478,28088
0952280,New London,CT,41.33296,-72.09618,28081
4566580,Simpsonville,SC,34.72903,-82.25752,28078
0126992,Foley,AL,30.39701,-87.66421,28043
4174950,Tualatin,OR,45.37686,-122.77468,28036
2752594,Prior Lake,MN,44.72559,-93.44088,28018
2025325,Garden City,KS,37.97502,-100.85087,27996
1718563,Danville,IL,40.14263,-87.61071,27981
4250528,Monroeville,PA,40.42632,-79.76138,27966
3702080,Asheboro,NC,35.71842,-79.81445,27928
0135800,Homewood,AL,33.45855,-86.80965,27919
4600100,Aberdeen,SD,45.46468,-98.4681,27919
4182800,Wilsonville,OR,45.31126,-122.77092,27895
1949755,Marshalltown,IA,42.0343,-92.90627,27886
4037800,Jenks,OK,35.99822,-95.9734,27869
0641124,Lemon Grove,CA,32.73307,-117.03441,27867
4708540,Bristol,TN,36.55855,-82.217,27867
3446680,Millville,NJ,39.39009,-75.0548,27838
5372905,Tumwater,WA,46.98946,-122.91728,27826
5186720,Winchester,VA,39.17387,-78.17636,27800
2135866,Henderson,KY,37.83842,-87.58097,27750
4838476,Katy,TX,29.79091,-95.84071,27741
3407600,Bridgeton,NJ,39.42919,-75.22859,27722
3939872,Kent,OH,41.14756,-81.36196,27720
3638264,Jamestown,NY,42.0976,-79.23614,27699
2946586,Maryland Heights,MO,38.71677,-90.47184,27671
2018250,Dodge City,KS,37.76068,-100.01844,27663
4285312,Williamsport,PA,41.24002,-77.03559,27628
2718674,Elk River,MN,45.33221,-93.56653,27606
3767420,Thomasville,NC,35.88131,-80.08155,27605
2601380,Allen Park,MI,42.25947,-83.21039,27604
1271400,Temple Terrace,FL,28.043,-82.37586,27588
2927190,Gladstone,MO,39.21298,-94.55896,27579
0510300,Cabot,AR,34.97511,-92.02829,27575
5555750,Neenah,WI,44.16492,-88.47963,27502
3931860,Green,OH,40.95382,-81.47204,27476
4825572,Fate,TX,32.94268,-96.38735,27467
1782075,Wilmette,IL,42.07732,-87.72862,27443
2636280,Hamtramck,MI,42.39537,-83.05594,27424
0683542,Wasco,CA,35.59378,-119.3671,27409
5309480,Camas,WA,45.60181,-122.43038,27313
4805372,Balch Springs,TX,32.7139,-96.61806,27307
0683332,Walnut,CA,34.03719,-117.85561,27250
3642554,Lindenhurst,NY,40.68575,-73.37159,27160
4152100,Newberg,OR,45.30724,-122.96018,27136
0605108,Belmont,CA,37.5144,-122.29448,27132
3977588,Troy,OH,40.04389,-84.21953,27122
1766040,Round Lake Beach,IL,42.38241,-88.08069,27091
1264825,Sebastian,FL,27.78724,-80.48,27087
0176944,Trussville,AL,33.65523,-86.56324,27079
4126200,Forest Grove,OR,45.52478,-123.10991,27076
4082950,Yukon,OK,35.51841,-97.76617,27068
0641152,Lemoore,CA,36.29436,-119.79825,27057
2829180,Greenville,MS,33.38346,-91.05231,27015
1777694,Vernon Hills,IL,42.23441,-87.96106,27002
4521985,Easley,SC,34.81981,-82.58216,27001
2371990,South Portland,ME,43.6314,-70.28599,26994
3986548,Wooster,OH,40.81703,-81.93153,26982
5347245,Moses Lake,WA,47.12785,-119.27638,26969
1950160,Mason City,IA,43.14858,-93.19984,26948
2759998,Shoreview,MN,45.08299,-93.14049,26939
1744225,Lockport,IL,41.591,-88.0297,26915
3655530,Ossining,NY,41.15349,-73.87059,26895
1654550,Moscow,ID,46.73061,-116.99891,26894
1730926,Granite City,IL,38.72928,-90.12547,26854
2254035,New Iberia,LA,30.00549,-91.82031,26849
1754638,Oak Forest,IL,41.60668,-87.7533,26813
2854840,Oxford,MS,34.35126,-89.53698,26801
3455950,Paramus,NJ,40.9473,-74.07017,26786
1722697,Edwardsville,IL,38.79084,-89.98861,26715
2158836,Paducah,KY,37.07089,-88.64448,26712
3463000,Ridgewood,NJ,40.98159,-74.11351,26701
2702908,Austin,MN,43.6721,-92.97786,26690
0667056,Sanger,CA,36.69897,-119.55748,26649
2928324,Grandview,MO,38.88136,-94.52274,26630
2749300,Owatonna,MN,44.0919,-93.23171,26626
5578650,Superior,WI,46.69212,-92.08036,26620
2814420,Clinton,MS,32.35444,-90.34189,26617
2017800,Derby,KS,37.55956,-97.25579,26604
4180150,West Linn,OR,45.36659,-122.6389,26597
0628112,Galt,CA,38.26846,-121.29895,26589
2833700,Horn Lake,MS,34.95208,-90.04921,26574
0680994,Twentynine Palms,CA,34.14782,-116.06596,26563
4971070,South Salt Lake,UT,40.70565,-111.89862,26561
1704078,Batavia,IL,41.84769,-88.31105,26555
1714026,Chicago Heights,IL,41.51069,-87.63467,26533
0633308,Hercules,CA,38.02143,-122.28893,26499
0605290,Benicia,CA,38.07273,-122.15517,26477
5577200,Stevens Point,WI,44.5253,-89.55038,26465
4242168,Lebanon,PA,40.34119,-76.42274,26456
4819900,Denison,TX,33.76694,-96.58067,26446
4261536,Plum,PA,40.50187,-79.74818,26420
2631420,Garden City,MI,42.32438,-83.34119,26410
0621796,El Cerrito,CA,37.91957,-122.30252,26409
4550695,North Augusta,SC,33.5233,-81.95657,26395
4863668,Royse City,TX,32.97975,-96.31643,26387
5175216,Staunton,VA,38.15798,-79.06188,26361
3441100,Lodi,NJ,40.87792,-74.0825,26358
2952616,Nixa,MO,37.04509,-93.29591,26352
0672520,Soledad,CA,36.43452,-121.31776,26345
3903464,Avon Lake,OH,41.4945,-82.01608,26342
5126496,Fairfax,VA,38.85318,-77.29903,26340
3913190,Centerville,OH,39.63433,-84.14572,26311
1829520,Greenfield,IN,39.79328,-85.77255,26268
3624229,Elmira,NY,42.09339,-76.80961,26255
4847496,Melissa,TX,33.28852,-96.55763,26194
3413570,Cliffside Park,NJ,40.82205,-73.98793,26183
2771032,Winona,MN,44.05127,-91.66808,26173
1271150,Tarpon Springs,FL,28.14905,-82.77937,26168
4924740,Farmington,UT,40.98467,-111.90631,26163
3134615,Norfolk,NE,42.02822,-97.42781,26162
1825450,Franklin,IN,39.4949,-86.05057,26158
0660242,Reedley,CA,36.59836,-119.44669,26138
4864112,Saginaw,TX,32.86556,-97.36521,26116
3986772,Xenia,OH,39.68313,-83.94081,26067
5486452,Wheeling,WV,40.07375,-80.69603,26060
2604105,Auburn Hills,MI,42.67472,-83.24361,26047
0125240,Fairhope,AL,30.52092,-87.87912,26044
4815988,Colleyville,TX,32.89148,-97.14975,26012
3410750,Carteret,NJ,40.58379,-74.22746,26003
1784038,Yorkville,IL,41.66174,-88.4286,25986
3603078,Auburn,NY,42.9338,-76.56718,25963
2960752,Raymore,MO,38.8033,-94.45832,25962
2682960,Walker,MI,42.99655,-85.75637,25921
5170000,Salem,VA,37.28533,-80.05524,25908
1783349,Woodstock,IL,42.30955,-88.43534,25892
2808300,Brandon,MS,32.27809,-89.99069,25870
2904384,Belton,MO,38.81873,-94.52964,25861
0685922,Windsor,CA,38.5421,-122.80861,25846
2870240,Starkville,MS,33.46326,-88.8278,25844
2025425,Gardner,KS,38.81147,-94.92923,25836
0619318,Dinuba,CA,36.54512,-119.3988,25833
3962498,Pickerington,OH,39.88754,-82.76414,25814
4767760,Shelbyville,TN,35.50133,-86.45168,25792
1819486,East Chicago,IN,41.64813,-87.45288,25768
5555275,Muskego,WI,42.87136,-88.13432,25759
3656979,Peekskill,NY,41.2874,-73.9236,25757
3948790,Medina,OH,41.13464,-81.86951,25757
2710918,Chanhassen,MN,44.85428,-93.56238,25746
0512820,Centerton,AR,36.35515,-94.29769,25745
3663264,Rockville Centre,NY,40.66402,-73.63805,25718
3819620,Dickinson,ND,46.89278,-102.79596,25695
1047030,Middletown,DE,39.44339,-75.7175,25686
0673220,South Pasadena,CA,34.10896,-118.15662,25656
1960465,Ottumwa,IA,41.02225,-92.42326,25648
4807492,Belton,TX,31.05234,-97.47954,25635
0661068,Riverbank,CA,37.72602,-120.94484,25625
4817060,Corsicana,TX,32.0824,-96.4667,25591
3903352,Avon,OH,41.4451,-82.00511,25573
0636294,Imperial Beach,CA,32.56914,-117.11492,25568
3224900,Fernley,NV,39.56477,-119.18943,25508
0656112,Patterson,CA,37.47588,-121.15388,25495
1780060,West Chicago,IL,41.89447,-88.22112,25469
5519775,De Pere,WI,44.43099,-88.07994,25453
0623042,Eureka,CA,40.79759,-124.15419,25412
1254275,Palmetto Bay,FL,25.6217,-80.31891,25402
0651560,Norco,CA,33.92552,-117.55196,25400
0158848,Pelham,AL,33.32183,-86.7422,25396
0639122,Lafayette,CA,37.891,-122.11953,25371
4541335,Lexington,SC,33.99288,-81.2218,25354
5551150,Mequon,WI,43.21136,-88.01424,25329
1705092,Belvidere,IL,42.26545,-88.88776,25325
3962148,Perrysburg,OH,41.53899,-83.64413,25313
5345005,Mercer Island,WA,47.564,-122.23121,25302
4874492,University Park,TX,32.84862,-96.79525,25268
3138295,Papillion,NE,41.14338,-96.07809,25248
4725760,Farragut,TN,35.87618,-84.18002,25242
1236550,Key West,FL,24.56506,-81.77554,25240
5511950,Caledonia,WI,42.79741,-87.8774,25240
2302060,Auburn,ME,44.08454,-70.24965,25200
5347490,Mountlake Terrace,WA,47.79433,-122.30261,25198
0642370,Loma Linda,CA,34.04293,-117.24887,25197
5136648,Herndon,VA,38.97041,-77.38707,25180
3121415,Hastings,NE,40.59626,-98.39032,25152
4839040,Kerrville,TX,30.0377,-99.13242,25141
3110110,Columbus,NE,41.43707,-97.35735,25126
2640680,Inkster,MI,42.29395,-83.3203,25108
1313688,Cartersville,GA,34.16458,-84.8017,25082
0105980,Bessemer,AL,33.37086,-86.97152,25079
2659140,Norton Shores,MI,43.16954,-86.23541,25070
1221350,Eustis,FL,28.85717,-81.67682,25067
4002600,Ardmore,OK,34.19651,-97.13185,25064
3469390,South Plainfield,NJ,40.57441,-74.4148,25062
4855080,Paris,TX,33.66893,-95.54662,25037
1939765,Johnston,IA,41.69195,-93.72446,25022
2720546,Faribault,MN,44.29971,-93.27895,24983
1701114,Alton,IL,38.9039,-90.1512,24967
2931276,Hazelwood,MO,38.79471,-90.396,24951
1770720,South Elgin,IL,41.99025,-88.31428,24921
3988084,Zanesville,OH,39.95599,-82.01347,24916
0604030,Barstow,CA,34.86699,-117.04304,24897
0423760,Florence,AZ,33.06937,-111.41399,24891
1928515,Fort Dodge,IA,42.50986,-94.17567,24886
4839352,Kingsville,TX,27.5092,-97.86103,24884
1735835,Homer Glen,IL,41.60518,-87.95237,24852
2434775,Greenbelt,MD,38.99467,-76.8854,24843
3902736,Athens,OH,39.32629,-82.10019,24824
4834832,Horizon City,TX,31.67965,-106.19106,24802
1360340,Perry,GA,32.47201,-83.72625,24792
3849900,Mandan,ND,46.82948,-100.88706,24788
3980304,Wadsworth,OH,41.02744,-81.7322,24753
4824348,Ennis,TX,32.32507,-96.6338,24753
4937170,Hurricane,UT,37.14847,-113.35886,24753
1802908,Avon,IN,39.76071,-86.39414,24735
4865036,San Benito,TX,26.1294,-97.64405,24712
4958730,Payson,UT,40.03588,-111.7388,24666
2669420,Romulus,MI,42.22365,-83.36604,24652
3903828,Barberton,OH,41.0069,-81.60439,24624
5303736,Bainbridge Island,WA,47.64249,-122.50776,24618
4982930,West Haven,UT,41.20907,-112.05361,24617
1227800,Groveland,FL,28.61022,-81.82709,24602
1784220,Zion,IL,42.45991,-87.85112,24583
2862520,Ridgeland,MS,32.42368,-90.16177,24576
4607580,Brookings,SD,44.30336,-96.78734,24555
4807552,Benbrook,TX,32.67828,-97.4636,24542
0670882,Selma,CA,36.57173,-119.61388,24505
1322052,Decatur,GA,33.77107,-84.29578,24482
4449960,Newport,RI,41.47668,-71.31963,24482
3967468,Riverside,OH,39.78265,-84.12391,24472
1750647,Morton Grove,IL,42.04232,-87.78901,24467
2720618,Farmington,MN,44.65916,-93.16871,24464
4816696,Corinth,TX,33.14471,-97.07077,24450
0670686,Seal Beach,CA,33.7544,-118.07132,24421
0571480,Van Buren,AR,35.45118,-94.354,24396
2021275,Emporia,KS,38.40287,-96.19291,24354
1219825,Edgewater,FL,28.95444,-80.94086,24334
3426340,Glassboro,NJ,39.7001,-75.11142,24322
1780645,Westmont,IL,41.79437,-87.97286,24308
4846776,Marshall,TX,32.53916,-94.35317,24263
1866852,St. John,IN,41.44182,-87.46778,24250
4059850,Ponca City,OK,36.72104,-97.06844,24234
2688900,Wyandotte,MI,42.21067,-83.15721,24214
3985484,Willoughby,OH,41.64529,-81.41435,24208
3970380,Sandusky,OH,41.45589,-82.71444,24174
5335170,Kenmore,WA,47.74986,-122.24724,24166
5350360,Oak Harbor,WA,48.29383,-122.62815,24163
1914430,Clinton,IA,41.84237,-90.24282,24118
3678608,Watertown,NY,43.97329,-75.91004,24038
1748242,Melrose Park,IL,41.90299,-87.86365,23999
0563020,Searcy,AR,35.24113,-91.73522,23997
1335324,Griffin,GA,33.24319,-84.27186,23994
4050100,Mustang,OK,35.39185,-97.72514,23965
1916230,Coralville,IA,41.69879,-91.5968,23959
2749138,Otsego,MN,45.26429,-93.62074,23875
3972928,Solon,OH,41.38599,-81.44084,23875
0646492,Maywood,CA,33.98855,-118.18771,23838
4163650,Roseburg,OR,43.2236,-123.35204,23795
1715599,Collinsville,IL,38.67575,-90.00576,23766
3639727,Kingston,NY,41.93012,-73.99678,23748
1765338,Rolling Meadows,IL,42.07491,-88.02536,23732
4914290,Clinton,UT,41.13874,-112.06642,23728
1723724,Elmwood Park,IL,41.92246,-87.81632,23698
0425300,Fountain Hills,AZ,33.6078,-111.7384,23696
1909550,Burlington,IA,40.8071,-91.12368,23637
1745031,Loves Park,IL,42.33784,-88.99865,23636
1851912,Munster,IN,41.54691,-87.50459,23634
1235050,Jacksonville Beach,FL,30.27247,-81.3856,23630
3246000,Mesquite,NV,36.81112,-114.12565,23599
4955210,North Salt Lake,UT,40.84712,-111.91878,23593
4262416,Pottstown,PA,40.25092,-75.64475,23553
1743939,Lisle,IL,41.79211,-88.0877,23548
0574540,West Memphis,AR,35.14955,-90.19927,23538
1738934,Kankakee,IL,41.10165,-87.86369,23535
2978154,Webster Groves,MO,38.5866,-90.35441,23525
5183680,Waynesboro,VA,38.06716,-78.90142,23498
1833466,Highland,IN,41.54662,-87.45762,23497
0619990,Duarte,CA,34.16097,-117.95045,23493
4669300,Watertown,SD,44.90919,-97.15569,23492
0666140,San Fernando,CA,34.28865,-118.43624,23488
2769970,White Bear Lake,MN,45.06521,-93.01287,23479
1216675,DeBary,FL,28.8814,-81.32427,23468
2232755,Hammond,LA,30.50565,-90.45649,23426
0100988,Albertville,AL,34.26313,-86.21066,23392
1747774,Maywood,IL,41.87978,-87.84418,23364
1230025,Hialeah Gardens,FL,25.88771,-80.35693,23328
0647486,Millbrae,CA,37.59897,-122.40199,23321
1955110,Muscatine,IA,41.41906,-91.06795,23298
4065400,Sapulpa,OK,36.00421,-96.12328,23297
2955766,Ozark,MO,37.0336,-93.21804,23248
0652694,Oakdale,CA,37.76167,-120.84643,23209
3771460,Waxhaw,NC,34.93747,-80.73997,23178
4021900,Duncan,OK,34.48161,-97.96054,23174
1727884,Freeport,IL,42.28901,-89.63426,23140
4876672,Watauga,TX,32.8718,-97.25149,23120
3471430,Summit,NJ,40.71562,-74.36468,23102
3947306,Maple Heights,OH,41.40905,-81.56286,23081
3936651,Hudson,OH,41.23921,-81.44161,23073
3977504,Trotwood,OH,39.79184,-84.32183,23073
3453280,North Plainfield,NJ,40.62125,-74.43947,23072
3464620,Roselle,NJ,40.65221,-74.26016,23064
1374936,Suwanee,GA,34.05112,-84.06591,23062
0645778,Marina,CA,36.68026,-121.78937,23047
2710846,Champlin,MN,45.17293,-93.38683,23045
4212536,Chambersburg,PA,39.93143,-77.65564,23041
3339300,Keene,NH,42.95384,-72.30688,23036
4414140,Central Falls,RI,41.89006,-71.39348,23034
3628178,Garden City,NY,40.72576,-73.6454,22993
4872284,Terrell,TX,32.73535,-96.28644,22977
5138424,Hopewell,VA,37.29101,-77.29894,22970
5667235,Rock Springs,WY,41.5947,-109.22092,22967
5304475,Battle Ground,WA,45.77683,-122.54097,22959
3362900,Portsmouth,NH,43.06059,-70.78035,22938
2057575,Prairie Village,KS,38.98683,-94.6362,22919
4955100,North Ogden,UT,41.31461,-111.95969,22908
4802212,Alton,TX,26.28778,-98.30901,22907
1269555,Sunny Isles Beach,FL,25.93882,-80.12353,22903
1765806,Roselle,IL,41.98025,-88.08591,22871
1745726,Machesney Park,IL,42.36766,-89.02454,22839
2815380,Columbus,MS,33.50821,-88.40713,22820
3761200,Shelby,NC,35.2904,-81.54564,22778
2737322,Lino Lakes,MN,45.15546,-93.10686,22774
4282704,West Chester,PA,39.95988,-75.60542,22758
0671106,Shafter,CA,35.47942,-119.20128,22754
4809160,Boerne,TX,29.78494,-98.72795,22712
3466570,Secaucus,NJ,40.78196,-74.06765,22710
2163912,Radcliff,KY,37.82006,-85.93637,22706
4530895,Greenwood,SC,34.19541,-82.15367,22667
5116608,Christiansburg,VA,37.14066,-80.40451,22632
0616224,Corcoran,CA,36.08406,-119.56127,22627
1300408,Acworth,GA,34.06199,-84.68112,22624
1706587,Bloomingdale,IL,41.95152,-88.08912,22622
5583975,Watertown,WI,43.18941,-88.72891,22617
1901630,Altoona,IA,41.64635,-93.47861,22598
3959234,Oxford,OH,39.50556,-84.74434,22585
5551575,Middleton,WI,43.10696,-89.50634,22566
0639178,Laguna Beach,CA,33.54337,-117.7618,22564
3135000,North Platte,NE,41.12526,-100.7634,22549
4808236,Big Spring,TX,32.23834,-101.48574,22541
1868832,Seymour,IN,38.94752,-85.89128,22524
4211272,Carlisle,PA,40.19999,-77.20415,22517
2727530,Hastings,MN,44.73178,-92.85451,22502
2365725,Sanford,ME,43.42414,-70.75786,22497
3712960,Clemmons,NC,36.03322,-80.3867,22471
1842246,La Porte,IN,41.60607,-86.71368,22444
0825280,Evans,CO,40.35016,-104.74836,22394
2745430,New Brighton,MN,45.06723,-93.20578,22374
2304860,Biddeford,ME,43.43873,-70.39294,22370
2712700,Columbia Heights,MN,45.0491,-93.24675,22358
1371604,Snellville,GA,33.86022,-84.00629,22336
2266655,Ruston,LA,32.53299,-92.63533,22330
2966440,Sedalia,MO,38.70605,-93.2345,22310
1279225,Zephyrhills,FL,28.24072,-82.17902,22304
0509460,Bryant,AR,34.61506,-92.49134,22271
0609598,Calabasas,CA,34.13425,-118.66645,22256
1711163,Carbondale,IL,37.72206,-89.22366,22223
0134024,Helena,AL,33.28342,-86.87918,22200
2608640,Birmingham,MI,42.5448,-83.21658,22198
3430210,Harrison,NJ,40.74298,-74.15291,22182
4139700,Klamath Falls,OR,42.21885,-121.77872,22174
4870208,Stephenville,TX,32.21454,-98.21989,22147
5307170,Bonney Lake,WA,47.1995,-122.16303,22145
0636280,Imperial,CA,32.8388,-115.57201,22102
0157576,Oxford,AL,33.59641,-85.86822,22088
1203675,Bartow,FL,27.8868,-81.82176,22084
2714158,Crystal,MN,45.03731,-93.35948,22082
2035750,Junction City,KS,39.02722,-96.85227,22053
1812934,Clarksville,IN,38.32208,-85.76758,22041
1722164,East Peoria,IL,40.67338,-89.54176,22024
1777993,Villa Park,IL,41.88561,-87.97823,22020
1718628,Darien,IL,41.74566,-87.98149,22015
1271225,Tavares,FL,28.76588,-81.75638,22007
3942364,Lebanon,OH,39.42555,-84.21319,21995
4532065,Hanahan,SC,32.93065,-80.00365,21983
4722720,East Ridge,TN,34.9973,-85.22851,21970
5535950,Howard,WI,44.56862,-88.07172,21961
5302585,Arlington,WA,48.17037,-122.14455,21959
1750218,Montgomery,IL,41.72102,-88.35811,21957
1241825,Lynn Haven,FL,30.23357,-85.63692,21954
4820344,Dickinson,TX,29.45172,-95.05624,21941
2769700,West St. Paul,MN,44.90241,-93.08533,21920
3440440,Lindenwold,NJ,39.81883,-74.98997,21919
1957360,North Liberty,IA,41.74362,-91.61123,21904
2770420,Willmar,MN,45.12104,-95.05865,21892
0687056,Yucca Valley,CA,34.12335,-116.42156,21858
