geoid,name,state,lat,lon,pop
3468460,Somerville,NJ,40.56975,-74.60768,14428
1316544,Clarkston,GA,33.81349,-84.24185,14416
4740350,Lakeland,TN,35.26283,-89.72498,14416
2918253,Dardenne Prairie,MO,38.74112,-90.71536,14407
2707300,Brainerd,MN,46.35527,-94.19837,14400
1712476,Channahon,IL,41.42528,-88.26658,14392
3771680,Weddington,NC,35.02213,-80.73542,14391
3464650,Roselle Park,NJ,40.66531,-74.26656,14390
5529400,Glendale,WI,43.12614,-87.92719,14381
0157648,Ozark,AL,31.45162,-85.64503,14368
0644826,McFarland,CA,35.66729,-119.23072,14365
3414260,Collingswood,NJ,39.91528,-75.07839,14344
4504690,Beaufort,SC,32.45808,-80.72254,14334
5320155,East Wenatchee,WA,47.41745,-120.2838,14330
3144245,Scottsbluff,NE,41.86809,-103.66204,14323
2617020,Coldwater,MI,41.94601,-84.9993,14314
4826544,Forest Hill,TX,32.66194,-97.26623,14314
2028300,Great Bend,KS,38.35979,-98.79951,14306
5571163,Salem Lakes,WI,42.5365,-88.13317,14302
4236816,Indiana,PA,40.62195,-79.15528,14294
4571417,Tega Cay,SC,35.03934,-81.01061,14294
0659892,Red Bluff,CA,40.17352,-122.24152,14286
1871828,Speedway,IN,39.7937,-86.24754,14268
2720906,Fergus Falls,MN,46.28502,-96.07611,14258
4845120,Lumberton,TX,30.25499,-94.20796,14255
5532790,Harrison,WI,44.19225,-88.29406,14254
4220352,Dunmore,PA,41.41398,-75.60625,14249
2850440,Natchez,MS,31.54244,-91.38565,14233
2815700,Corinth,MS,34.94835,-88.51362,14219
1704303,Beach Park,IL,42.44227,-87.87537,14212
5563525,Plover,WI,44.46202,-89.53797,14208
3738040,Lewisville,NC,36.10519,-80.42455,14203
1751180,Mount Vernon,IL,38.31421,-88.91747,14162
2734244,Lake Elmo,MN,44.98785,-92.90965,14161
3985638,Willowick,OH,41.6343,-81.46791,14159
2747068,North Mankato,MN,44.18271,-94.04113,14142
1209725,Callaway,FL,30.1304,-85.5486,14138
3977322,Trenton,OH,39.47881,-84.46637,14131
1734514,Hickory Hills,IL,41.72478,-87.82801,14118
0603302,Avenal,CA,36.03111,-120.11617,14108
2103628,Bardstown,KY,37.81766,-85.45534,14104
3905130,Bellefontaine,OH,40.36275,-83.76301,14100
0158896,Pell City,AL,33.56031,-86.26363,14094
0630798,Grass Valley,CA,39.22031,-121.05265,14085
1047420,Milford,DE,38.90979,-75.4223,14079
2043950,McPherson,KS,38.36988,-97.66452,14068
0845955,Lone Tree,CO,39.53085,-104.87096,14061
1779267,Wauconda,IL,42.27701,-88.13527,14055
3971892,Sharonville,OH,39.28059,-84.40751,14040
1714065,Chicago Ridge,IL,41.70341,-87.77947,14036
4745100,McMinnville,TN,35.6863,-85.78122,14032
2740688,Marshall,MN,44.44906,-95.7892,13996
2754808,Robbinsdale,MN,45.02453,-93.33064,13993
1217325,Destin,FL,30.40437,-86.47143,13991
1802674,Auburn,IN,41.36763,-85.05498,13989
1782985,Wood Dale,IL,41.96631,-87.98085,13983
4866392,Seabrook,TX,29.59471,-94.9915,13976
0826270,Federal Heights,CO,39.86497,-105.01534,13971
2746042,New Ulm,MN,44.31207,-94.4689,13970
2260530,Pineville,LA,31.34293,-92.40893,13966
3451810,New Providence,NJ,40.69889,-74.40662,13957
1317776,College Park,GA,33.64145,-84.4635,13953
3908364,Brecksville,OH,41.30719,-81.61991,13951
5379590,Woodinville,WA,47.75769,-122.14679,13942
5501150,Allouez,WI,44.47226,-88.02624,13923
0638520,King City,CA,36.21628,-121.13196,13920
0622594,Emeryville,CA,37.83847,-122.30168,13912
0828745,Fruita,CO,39.15557,-108.72958,13912
0412840,Chino Valley,AZ,34.73989,-112.40606,13911
3146030,South Sioux City,NE,42.46305,-96.41325,13910
1267325,South Daytona,FL,29.16621,-81.00552,13906
0647710,Mill Valley,CA,37.90812,-122.54233,13904
1245200,Miami Springs,FL,25.82016,-80.28894,13901
4606620,Box Elder,SD,44.11094,-103.08107,13887
1729639,Glen Carbon,IL,38.75825,-89.98312,13883
1748892,Midlothian,IL,41.62543,-87.72423,13870
4532245,Hardeeville,SC,32.29531,-81.04098,13862
2813820,Clarksdale,MS,34.1938,-90.5686,13861
3954562,New Franklin,OH,40.95429,-81.58487,13859
1804114,Bedford,IN,38.86017,-86.4895,13853
1726935,Forest Park,IL,41.86837,-87.81566,13846
2229850,Gonzales,LA,30.21274,-90.9224,13837
5149784,Martinsville,VA,36.68353,-79.86365,13834
2758684,Sauk Rapids,MN,45.59472,-94.15275,13832
2767432,Waconia,MN,44.84153,-93.79009,13831
3904500,Beachwood,OH,41.47626,-81.50323,13820
4660020,Spearfish,SD,44.49209,-103.81965,13803
4285188,Wilkinsburg,PA,40.44421,-79.87333,13800
2155884,Newport,KY,39.0861,-84.48693,13792
2946316,Marshall,MO,39.11509,-93.20247,13791
4649600,Pierre,SD,44.37516,-100.32,13788
4527070,Fountain Inn,SC,34.69665,-82.20213,13786
2951572,Neosho,MO,36.84751,-94.39774,13782
0603204,Auburn,CA,38.89507,-121.07674,13780
2771734,Worthington,MN,43.62873,-95.5997,13754
5365205,Snoqualmie,WA,47.54324,-121.86865,13748
2924094,Festus,MO,38.21943,-90.40972,13730
0530460,Harrison,AR,36.24259,-93.11765,13723
4223832,Ephrata,PA,40.18085,-76.18018,13719
4858940,Port Neches,TX,29.96077,-93.96179,13709
4873710,Trophy Club,TX,32.99252,-97.17296,13704
3945556,Lyndhurst,OH,41.51693,-81.49482,13700
1254250,Palmetto,FL,27.52505,-82.57496,13682
4803216,Andrews,TX,32.32134,-102.55185,13677
1222175,Fernandina Beach,FL,30.65813,-81.45152,13672
1380956,Waycross,GA,31.21101,-82.35766,13671
0875640,Superior,CO,39.93119,-105.15909,13654
4760280,Portland,TN,36.59749,-86.52662,13651
0806255,Berthoud,CO,40.28468,-104.96551,13648
2455400,New Carrollton,MD,38.96559,-76.87752,13645
4512655,Cayce,SC,33.9505,-81.03981,13645
2829340,Greenwood,MS,33.51246,-90.19896,13627
3948342,Maumee,OH,41.57113,-83.66625,13625
0873825,Steamboat Springs,CO,40.47558,-106.82292,13620
3907300,Blue Ash,OH,39.24605,-84.38684,13616
3654716,Olean,NY,42.08394,-78.43512,13614
0151096,Moody,AL,33.60343,-86.49379,13596
4700540,Alcoa,TN,35.80698,-83.97304,13588
4839124,Kilgore,TX,32.39667,-94.86001,13583
3419840,Eatontown,NJ,40.29162,-74.05412,13582
4804504,Athens,TX,32.2026,-95.8308,13575
3747000,Newton,NC,35.66216,-81.23227,13571
0137864,Irondale,AL,33.53991,-86.65908,13545
1780242,Western Springs,IL,41.80228,-87.90056,13529
3933838,Harrison,OH,39.25658,-84.7862,13526
0544180,Marion,AR,35.20425,-90.20672,13524
5573725,Shorewood,WI,43.09134,-87.88665,13521
5320645,Edgewood,WA,47.23207,-122.28573,13496
4833212,Henderson,TX,32.15726,-94.7959,13485
4745500,Manchester,TN,35.46413,-86.0729,13484
1641320,Jerome,ID,42.71809,-114.51579,13481
3482423,Woodland Park,NJ,40.88985,-74.19436,13477
4239784,Kingston,PA,41.26475,-75.88657,13476
4741860,Lewisburg,TN,35.45157,-86.79071,13473
1740793,La Grange Park,IL,41.83078,-87.87227,13459
0632506,Hawaiian Gardens,CA,33.83048,-118.07345,13457
3980990,Warrensville Heights,OH,41.43722,-81.52175,13450
4769560,Soddy-Daisy,TN,35.26158,-85.17212,13430
1249600,North Palm Beach,FL,26.8203,-80.05691,13423
0851800,Monument,CO,39.07441,-104.84422,13408
4262432,Pottsville,PA,40.67985,-76.20921,13404
3923380,East Cleveland,OH,41.53066,-81.57852,13402
3462940,Ridgefield Park,NJ,40.85471,-74.01993,13400
2819180,D'Iberville,MS,30.44352,-88.89536,13399
2978118,Webb City,MO,37.14114,-94.46759,13391
4214712,Coatesville,PA,39.98515,-75.819,13390
4553080,Orangeburg,SC,33.4936,-80.86688,13378
5339335,Liberty Lake,WA,47.66845,-117.1042,13353
0547390,Mountain Home,AR,36.33512,-92.38404,13348
2949034,Moberly,MO,39.41811,-92.43654,13337
4281328,Washington,PA,40.17416,-80.24679,13334
1067310,Smyrna,DE,39.2953,-75.60871,13326
4861892,Richmond,TX,29.58086,-95.7613,13305
3915644,Clayton,OH,39.86954,-84.32544,13296
2671740,Sault Ste. Marie,MI,46.47617,-84.37054,13288
4207128,Bloomsburg,PA,41.00272,-76.45658,13286
1814932,Connersville,IN,39.65802,-85.14175,13282
3925396,Englewood,OH,39.86507,-84.30946,13282
1202400,Atlantic Beach,FL,30.33955,-81.39667,13279
2922834,Eureka,MO,38.49847,-90.64542,13277
3945108,Loveland,OH,39.26768,-84.26876,13277
5337270,Lake Forest Park,WA,47.75891,-122.29173,13276
5531525,Greenville,WI,44.28413,-88.54727,13273
3978932,University Heights,OH,41.49479,-81.5349,13265
2412400,Cambridge,MD,38.55406,-76.07712,13262
1607840,Blackfoot,ID,43.19459,-112.34681,13224
5363210,Sedro-Woolley,WA,48.51136,-122.23214,13215
1267550,South Miami,FL,25.70855,-80.29511,13207
3624515,Endicott,NY,42.09749,-76.06338,13199
2974626,Union,MO,38.43788,-90.9958,13198
1231350,Holly Hill,FL,29.24561,-81.04704,13183
5475292,South Charleston,WV,38.34077,-81.71085,13177
4807192,Beeville,TX,28.40524,-97.74893,13176
0609780,California City,CA,35.14659,-117.86935,13174
5322045,Enumclaw,WA,47.20218,-121.98898,13173
1222975,Florida City,FL,25.44407,-80.46766,13157
5577675,Stoughton,WI,42.92377,-89.22252,13134
4865726,Santa Fe,TX,29.38756,-95.10154,13131
0638562,Kingsburg,CA,36.52519,-119.56656,13128
0873935,Sterling,CO,40.62049,-103.19258,13114
5577975,Suamico,WI,44.62673,-88.03305,13109
2766460,Vadnais Heights,MN,45.05794,-93.06645,13108
3312900,Claremont,NH,43.38647,-72.3345,13105
5504625,Baraboo,WI,43.46941,-89.73729,13096
5348645,Newcastle,WA,47.53149,-122.16558,13072
3928014,Fostoria,OH,41.16023,-83.41244,13063
4140350,La Grande,OR,45.32447,-118.08689,13058
1743744,Lincolnwood,IL,42.00543,-87.73296,13055
3901798,Amherst,OH,41.40533,-82.23172,13048
1743536,Lincoln,IL,40.15068,-89.37027,13047
3947628,Marietta,OH,39.42317,-81.44643,13039
1733695,Hazel Crest,IL,41.57416,-87.6893,13036
1841535,Lake Station,IN,41.57673,-87.25288,13033
2937178,Jennings,MO,38.72308,-90.26437,13024
5513375,Cedarburg,WI,43.29992,-87.98844,13011
4210464,Butler,PA,40.86155,-79.89617,13010
4165250,Sandy,OR,45.39807,-122.2688,12990
4862588,Robinson,TX,31.45149,-97.12288,12986
0630658,Grand Terrace,CA,34.03108,-117.3131,12979
2669020,Rochester,MI,42.68664,-83.11972,12978
2248225,Mandeville,LA,30.37674,-90.10107,12973
3922456,Dover,OH,40.53005,-81.48103,12946
0416410,Cottonwood,AZ,34.75083,-111.984,12939
1629620,Garden City,ID,43.6683,-116.29439,12936
4830416,Granbury,TX,32.43281,-97.77515,12934
3453850,Oakland,NJ,41.03102,-74.2405,12926
0919480,Derby,CT,41.32612,-73.08257,12915
3983090,West Carrollton,OH,39.66974,-84.25549,12911
1749607,Minooka,IL,41.44761,-88.28415,12907
1711007,Canton,IL,40.56386,-90.03656,12896
4048000,Miami,OK,36.88774,-94.87091,12886
2212665,Carencro,LA,30.31256,-92.03871,12883
1880504,Washington,IN,38.65823,-87.16036,12881
0611446,Carpinteria,CA,34.38523,-119.50076,12876
2907966,Branson,MO,36.61229,-93.29181,12869
0672506,Solana Beach,CA,32.9913,-117.25806,12868
2705752,Big Lake,MN,45.34242,-93.74304,12855
5163768,Poquoson,VA,37.12836,-76.30353,12854
2744530,Mounds View,MN,45.10674,-93.20683,12841
3904878,Bedford,OH,41.39212,-81.53468,12834
3462430,Red Bank,NJ,40.34872,-74.06653,12830
0640438,Larkspur,CA,37.94054,-122.53023,12807
3762520,Smithfield,NC,35.52382,-78.35222,12806
3906278,Bexley,OH,39.96536,-82.93448,12793
4718540,Crossville,TN,35.95342,-85.03025,12785
1237775,Lake City,FL,30.18864,-82.64225,12783
5564450,Port Washington,WI,43.38492,-87.88413,12750
4269720,Sharon,PA,41.23398,-80.49982,12744
3004975,Belgrade,MT,45.77866,-111.17715,12741
5530000,Grafton,WI,43.32067,-87.94763,12741
5335065,Kelso,WA,46.11675,-122.88647,12737
2053550,Ottawa,KS,38.60008,-95.26278,12733
4983390,West Point,UT,41.12172,-112.09822,12726
4805864,Bastrop,TX,30.1111,-97.31815,12720
0646170,Marysville,CA,39.15154,-121.58337,12714
3539940,Las Vegas,NM,35.60482,-105.21702,12711
3428770,Haddonfield,NJ,39.89542,-75.03441,12707
0641712,Lindsay,CA,36.2091,-119.09326,12706
2963956,St. Ann,MO,38.72661,-90.38718,12704
2978928,West Plains,MO,36.73743,-91.86796,12704
3932340,Greenville,OH,40.10471,-84.62145,12701
5311825,Cheney,WA,47.49113,-117.58155,12700
2020075,El Dorado,KS,37.82162,-96.8622,12694
1760352,Plano,IL,41.68035,-88.53631,12677
4977120,Tremonton,UT,41.71835,-112.18784,12677
0655380,Palos Verdes Estates,CA,33.77427,-118.42575,12668
3985036,Wickliffe,OH,41.60632,-81.46803,12659
2810140,Byram,MS,32.19214,-90.28696,12656
0664434,San Anselmo,CA,37.98212,-122.56992,12645
2747221,North St. Paul,MN,45.01352,-93.00184,12644
3406790,Bound Brook,NJ,40.56775,-74.53725,12643
5326735,Gig Harbor,WA,47.33838,-122.60075,12643
3985792,Wilmington,OH,39.42912,-83.81617,12639
1666340,Rathdrum,ID,47.79404,-116.89293,12626
0646828,Mendota,CA,36.7576,-120.38047,12623
1347616,Lovejoy,GA,33.44152,-84.31744,12612
0409690,Camp Verde,AZ,34.56941,-111.85701,12608
5578750,Sussex,WI,43.13485,-88.22604,12607
2688380,Woodhaven,MI,42.13453,-83.23514,12575
0141968,Leeds,AL,33.54685,-86.57145,12573
2926182,Fulton,MO,38.85515,-91.9508,12573
5355995,Poulsbo,WA,47.74108,-122.64215,12562
3505220,Artesia,NM,32.85217,-104.42457,12550
4876948,Webster,TX,29.53207,-95.11648,12548
4528060,Gaffney,SC,35.07356,-81.66153,12546
1239375,Lantana,FL,26.58336,-80.05538,12545
0631393,Grover Beach,CA,35.12089,-120.61966,12534
1816804,Danville,IN,39.75881,-86.49528,12532
3425200,Freehold,NJ,40.26022,-74.27588,12530
5510375,Brown Deer,WI,43.17433,-87.97496,12527
0452930,Paradise Valley,AZ,33.55216,-111.96133,12523
1763706,Richton Park,IL,41.48018,-87.74253,12504
1782530,Winnetka,IL,42.10621,-87.74276,12494
4842448,Levelland,TX,33.58155,-102.36412,12494
2546225,North Adams,MA,42.67556,-73.11811,12492
2280955,West Monroe,LA,32.51234,-92.15107,12476
2712160,Cloquet,MN,46.72507,-92.50133,12475
1907480,Boone,IA,42.04926,-93.87253,12461
2758036,St. Peter,MN,44.32928,-93.96766,12456
4536430,James Island,SC,32.73612,-79.93718,12451
3656660,Patchogue,NY,40.76371,-73.01977,12447
3632754,Haverstraw,NY,41.17824,-73.94333,12445
4823044,Elgin,TX,30.35391,-97.39006,12438
1323536,Doraville,GA,33.90834,-84.26988,12436
1722736,Effingham,IL,39.11975,-88.5509,12434
1753871,Northlake,IL,41.91432,-87.90549,12433
4286968,Yeadon,PA,39.93249,-75.25271,12405
2652940,Melvindale,MI,42.27861,-83.18225,12401
3628640,Geneva,NY,42.86349,-76.98272,12397
4031750,Guymon,OK,36.6901,-101.47705,12397
2171688,Somerset,KY,37.08647,-84.60535,12389
2552144,Palmer Town,MA,42.18886,-72.30648,12388
3621105,Dunkirk,NY,42.48055,-79.3329,12379
5526675,Fort Atkinson,WI,42.92398,-88.84549,12377
0466470,Show Low,AZ,34.26505,-110.03832,12366
0124568,Eufaula,AL,31.90994,-85.15271,12363
4267344,St. Marys,PA,41.45504,-78.52019,12361
0507330,Blytheville,AR,35.93407,-89.90513,12359
0677364,Susanville,CA,40.43367,-120.62831,12359
4014200,Choctaw,OK,35.48498,-97.26994,12358
3918350,Conneaut,OH,41.9273,-80.56838,12357
3738320,Lincolnton,NC,35.47574,-81.23919,12353
4248360,Meadville,PA,41.64788,-80.14744,12347
3426640,Glen Rock,NJ,40.95947,-74.1252,12346
0524430,Forrest City,AR,35.0136,-90.79321,12340
1829718,Greensburg,IN,39.35102,-85.50119,12317
4223584,Emmaus,PA,40.53519,-75.49788,12314
2626360,Escanaba,MI,45.74629,-87.08361,12296
1773170,Streator,IL,41.12498,-88.82959,12295
0651140,Newman,CA,37.31613,-121.02142,12292
1330340,Flowery Branch,GA,34.1713,-83.91875,12292
4237955,Jefferson Hills,PA,40.29724,-79.94247,12291
3103390,Beatrice,NE,40.27328,-96.74595,12290
2717486,East Bethel,MN,45.3532,-93.21766,12288
1762783,Rantoul,IL,40.30256,-88.15488,12268
1738830,Justice,IL,41.7534,-87.82694,12267
2640860,Ionia,MI,42.97682,-85.07463,12265
5519350,DeForest,WI,43.22733,-89.3457,12260
2746798,North Branch,MN,45.51094,-92.94429,12258
1734358,Herrin,IL,37.79839,-89.03065,12253
3430420,Hasbrouck Heights,NJ,40.86275,-74.07518,12253
2917218,Crestwood,MO,38.55688,-90.37823,12239
3463360,River Edge,NJ,40.92677,-74.03747,12235
2675100,South Lyon,MI,42.46102,-83.65317,12219
3369940,Somersworth,NH,43.25348,-70.88794,12218
1611260,Burley,ID,42.53744,-113.79129,12211
3603408,Babylon,NY,40.69368,-73.326,12193
2144146,Lawrenceburg,KY,38.03387,-84.9047,12189
4822864,El Campo,TX,29.20069,-96.27234,12176
4732742,Hartsville/Trousdale County,TN,36.39303,-86.15669,12159
2203985,Baker,LA,30.5832,-91.15818,12147
3701720,Archdale,NC,35.90472,-79.95977,12147
1739727,Kewanee,IL,41.23909,-89.92566,12146
3945976,Macedonia,OH,41.31492,-81.50163,12139
2829460,Grenada,MS,33.78144,-89.81155,12138
2657100,New Baltimore,MI,42.68531,-82.73765,12132
0174352,Sylacauga,AL,33.18867,-86.2748,12123
0625296,Fortuna,CA,40.58708,-124.14216,12114
4741340,Lawrenceburg,TN,35.24971,-87.3325,12112
1845990,Madison,IN,38.75883,-85.39714,12108
0668224,San Marino,CA,34.12267,-118.11291,12105
0883230,Wellington,CO,40.7007,-105.0057,12100
1757381,Palos Heights,IL,41.66344,-87.79604,12088
4535890,Irmo,SC,34.10212,-81.19585,12086
4761960,Red Bank,TN,35.11169,-85.29616,12073
3476490,Wallington,NJ,40.85308,-74.10632,12060
4079450,Weatherford,OK,35.53903,-98.68499,12047
4741760,Lenoir City,TN,35.81584,-84.28302,12041
4945090,Lindon,UT,40.342,-111.71727,12018
2857160,Picayune,MS,30.53082,-89.67063,12017
2668880,Riverview,MI,42.17346,-83.19838,12011
4223016,Elizabethtown,PA,40.15328,-76.59865,11993
4842664,Liberty Hill,TX,30.66338,-97.90551,11984
4154900,Ontario,OR,44.02505,-116.97877,11957
1847448,Martinsville,IN,39.41471,-86.4317,11952
5300905,Airway Heights,WA,47.64594,-117.5792,11950
3428650,Guttenberg,NJ,40.79278,-74.00457,11945
1963525,Pleasant Hill,IA,41.59911,-93.50505,11942
2767036,Victoria,MN,44.86212,-93.65843,11937
1245175,Miami Shores,FL,25.86701,-80.17834,11917
4159850,Prineville,OR,44.29854,-120.86072,11917
1764304,River Forest,IL,41.89487,-87.81906,11909
1886084,Yorktown,IN,40.18189,-85.50816,11900
4866704,Selma,TX,29.58647,-98.31529,11900
4129000,Gladstone,OR,45.38565,-122.59283,11898
5560200,Oregon,WI,42.92521,-89.38911,11895
4809556,Borger,TX,35.65944,-101.40236,11892
0614974,Commerce,CA,33.99452,-118.14995,11882
2627760,Fenton,MI,42.80061,-83.71771,11882
4253736,New Kensington,PA,40.57248,-79.75305,11877
4666700,Vermillion,SD,42.7814,-96.9254,11877
5535450,Holmen,WI,43.97092,-91.26587,11866
3757640,Rolesville,NC,35.9246,-78.46145,11854
0643224,Los Alamitos,CA,33.79691,-118.06124,11846
3404750,Bellmawr,NJ,39.86636,-75.09467,11846
0827810,Fort Morgan,CO,40.253,-103.78865,11835
5563250,Platteville,WI,42.72793,-90.4681,11833
3673176,Tarrytown,NY,41.0652,-73.86626,11829
0670588,Scotts Valley,CA,37.0555,-122.01177,11828
1323872,Douglas,GA,31.50611,-82.85434,11828
2112160,Campbellsville,KY,37.34392,-85.35224,11820
1776199,Troy,IL,38.73967,-89.88254,11810
3735880,Kings Mountain,NC,35.23576,-81.3504,11797
1264875,Sebring,FL,27.4714,-81.45157,11795
2849240,Moss Point,MS,30.42591,-88.53273,11791
3559260,Portales,NM,34.17729,-103.35508,11789
1278000,Wilton Manors,FL,26.15932,-80.13935,11788
1712164,Centralia,IL,38.52207,-89.12353,11787
5567475,Richfield,WI,43.23939,-88.23402,11783
4827348,Fredericksburg,TX,30.26568,-98.87568,11766
2843280,McComb,MS,31.24447,-90.47159,11762
3463150,Ringwood,NJ,41.10396,-74.27114,11762
2002300,Arkansas City,KS,37.0725,-97.03844,11761
5544950,Little Chute,WI,44.29113,-88.3204,11761
3928476,Franklin,OH,39.55495,-84.29573,11758
4082150,Woodward,OK,36.42483,-99.40473,11750
1347140,Locust Grove,GA,33.34825,-84.10254,11749
1845648,McCordsville,IN,39.8973,-85.91738,11744
4825168,Fair Oaks Ranch,TX,29.74608,-98.63811,11744
2657760,Niles,MI,41.83454,-86.24785,11738
1652660,Middleton,ID,43.71159,-116.61501,11730
4954990,North Logan,UT,41.77554,-111.80665,11727
5380220,Yelm,WA,46.94261,-122.64316,11715
1365296,Rincon,GA,32.29469,-81.23535,11701
3544490,Lovington,NM,32.94447,-103.34923,11693
5625620,Evanston,WY,41.26009,-110.96374,11691
2218125,Covington,LA,30.48018,-90.11183,11686
3969834,Salem,OH,40.9046,-80.84894,11685
4031700,Guthrie,OK,35.87651,-97.40866,11682
2079950,Winfield,KS,37.24277,-96.97967,11678
3462910,Ridgefield,NJ,40.83268,-74.01409,11666
2808820,Brookhaven,MS,31.58057,-90.44339,11654
4149550,Monmouth,OR,44.85132,-123.2286,11651
1228175,Gulfport,FL,27.74644,-82.70994,11645
4863020,Roma,TX,26.41474,-99.00392,11635
1975630,Storm Lake,IA,42.64295,-95.19646,11627
2973618,Town and Country,MO,38.6306,-90.47719,11625
3426820,Gloucester City,NJ,39.89169,-75.11669,11618
2623980,East Grand Rapids,MI,42.94658,-85.60676,11616
3953970,New Albany,OH,40.09,-82.77635,11604
5327925,Grandview,WA,46.24433,-119.909,11599
1959925,Oskaloosa,IA,41.29221,-92.64085,11575
0541720,Lowell,AR,36.25585,-94.15336,11568
3752220,Pineville,NC,35.0937,-80.89352,11567
3910030,Bucyrus,OH,40.80512,-82.97163,11567
2046000,Merriam,KS,39.01761,-94.69396,11560
3971416,Seven Hills,OH,41.37926,-81.67629,11560
0869150,Severance,CO,40.50514,-104.8421,11554
2906976,Bolivar,MO,37.6067,-93.41671,11549
2627380,Farmington,MI,42.46138,-83.37838,11547
2741696,Mendota Heights,MN,44.87893,-93.13393,11542
4244864,Lower Burrell,PA,40.58329,-79.71801,11542
0504030,Batesville,AR,35.76857,-91.62265,11539
2856800,Petal,MS,31.34817,-89.23513,11538
3671894,Suffern,NY,41.11198,-74.14138,11537
3764180,Spring Lake,NC,35.18459,-78.99472,11530
3682750,Woodbury,NY,41.32754,-74.10211,11523
3620698,Dobbs Ferry,NY,41.00999,-73.86864,11513
1759988,Pingree Grove,IL,42.08762,-88.43599,11512
4716300,Collegedale,TN,35.05346,-85.04799,11510
0159760,Pike Road,AL,32.27361,-86.11893,11500
4832984,Heath,TX,32.85351,-96.46364,11499
4985370,Woods Cross,UT,40.87319,-111.91777,11493
4749060,Millington,TN,35.33371,-89.89954,11486
2947648,Mexico,MO,39.16217,-91.87277,11482
1835266,Huntertown,IN,41.21728,-85.16139,11481
5633740,Green River,WY,41.51292,-109.4708,11474
1845144,Lowell,IN,41.29051,-87.41993,11449
2616160,Clawson,MI,42.53667,-83.15041,11440
3480270,Westwood,NJ,40.98903,-74.03187,11434
3667638,Sleepy Hollow,NY,41.09751,-73.86964,11427
4842388,Leon Valley,TX,29.49537,-98.6143,11424
3957260,Norton,OH,41.02893,-81.64553,11423
1974280,Spencer,IA,43.14702,-95.15269,11418
4858280,Pleasanton,TX,28.96421,-98.49569,11409
2031125,Haysville,KS,37.56606,-97.35351,11406
1213175,Cocoa Beach,FL,28.32914,-80.62754,11386
4023500,Elk City,OK,35.38961,-99.42875,11383
2445750,La Plata,MD,38.54347,-76.96979,11374
1264400,Satellite Beach,FL,28.17873,-80.5994,11367
4055150,Okmulgee,OK,35.62516,-95.95403,11354
3476730,Wanaque,NJ,41.04242,-74.28864,11346
4961150,Pleasant View,UT,41.32489,-112.00104,11337
3765580,Summerfield,NC,36.19691,-79.89721,11333
1768081,Schiller Park,IL,41.95863,-87.86932,11325
0631708,Half Moon Bay,CA,37.46732,-122.44048,11324
2038650,Lansing,KS,39.24259,-94.89632,11316
2908398,Bridgeton,MO,38.77332,-90.417,11301
4858916,Port Lavaca,TX,28.61797,-96.62829,11299
4286880,Wyomissing,PA,40.33465,-75.96609,11292
1747007,Markham,IL,41.60004,-87.69046,11290
1803394,Bargersville,IN,39.54264,-86.20325,11283
4965770,Salem,UT,40.0553,-111.66737,11283
3721095,Elon,NC,36.10227,-79.50879,11282
0671876,Signal Hill,CA,33.80346,-118.16974,11279
3424990,Franklin Lakes,NJ,41.00753,-74.20565,11251
2725118,Grand Rapids,MN,47.23852,-93.53257,11244
3404180,Beachwood,NJ,39.9284,-74.20219,11242
3965592,Ravenna,OH,41.16157,-81.24206,11236
3627815,Fulton,NY,43.31916,-76.41974,11234
0633056,Healdsburg,CA,38.62253,-122.86513,11231
4241440,Lansdowne,PA,39.94076,-75.27603,11225
2148558,Lyndon,KY,38.263,-85.58787,11221
3454360,Ocean City,NJ,39.26952,-74.5998,11219
2218650,Crowley,LA,30.2179,-92.37484,11216
2938072,Kearney,MO,39.35511,-94.35858,11215
5581325,Two Rivers,WI,44.15614,-87.57735,11214
3979072,Urbana,OH,40.1091,-83.75498,11211
3126910,Lexington,NE,40.77732,-99.74662,11205
1709980,Burr Ridge,IL,41.7479,-87.92011,11202
2250885,Minden,LA,32.61915,-93.27275,11195
3974104,Springdale,OH,39.2906,-84.47579,11183
1245750,Milton,FL,30.62941,-87.0526,11182
0602042,Anderson,CA,40.44976,-122.29507,11171
0633798,Hillsborough,CA,37.55721,-122.35854,11171
1779150,Waterloo,IL,38.34121,-90.15272,11165
0610928,Canyon Lake,CA,33.6883,-117.26355,11161
2635540,Grosse Pointe Park,MI,42.37395,-82.92344,11158
3460090,Pompton Lakes,NJ,41.00273,-74.28674,11156
4868624,Snyder,TX,32.71356,-100.9119,11151
0609864,Calimesa,CA,33.98736,-117.05421,11150
5549300,Marinette,WI,45.08679,-87.63244,11139
3440680,Little Ferry,NJ,40.84343,-74.03424,11137
5584425,Waupun,WI,43.63155,-88.73753,11131
3979562,Van Wert,OH,40.8648,-84.58852,11123
0171976,Spanish Fort,AL,30.72297,-87.86592,11118
4809328,Bonham,TX,33.58802,-96.19009,11115
0678092,Tehachapi,CA,35.14296,-118.44604,11114
3918868,Coshocton,OH,40.26175,-81.84729,11114
3640530,Lake Grove,NY,40.85782,-73.11684,11109
4938710,Ivins,UT,37.1738,-113.68083,11108
4281824,Waynesboro,PA,39.75238,-77.5823,11101
4811368,Burkburnett,TX,34.07462,-98.56749,11101
4017800,Coweta,OK,35.97182,-95.67101,11093
0543610,Malvern,AR,34.37358,-92.82125,11082
5323795,Fife,WA,47.23229,-122.35061,11077
3630169,Great Neck,NY,40.80237,-73.7331,11075
