model,k,group,n,median_km,p90_km,within_150km,logscore,entropy_bits,area50_km2,cover50,cover50_lo,cover50_hi,area80_km2,cover80,cover80_lo,cover80_hi,area95_km2,cover95,cover95_lo,cover95_hi
bayes(rho=0)+mix,1,stayer,5137,1178.7076416015625,3871.79111328125,0.11212770099279736,-9.34872167255174,13.8286694100034,467120.59375,0.5625851664395561,0.5489776881886018,0.5760991085755699,1692583.75,0.8438777496593343,0.8336951809065578,0.8535463789189774,3690296.75,0.9634027642592953,0.9579118592037358,0.9682010947530638
bayes(rho=0)+mix,1,mover,863,1235.3740234375,3823.7697265625006,0.07184241019698726,-9.73029842382133,13.8286694100034,467120.59375,0.47508690614136734,0.4419528888807093,0.5084417391574467,1692583.75,0.7694090382387022,0.7401491707130348,0.7962810144557435,3690296.75,0.9397450753186558,0.9218356438601653,0.9537568519314533
bayes(rho=0)+mix,1,mover_0_500km,113,744.8057250976562,3767.4088867187497,0.1592920353982301,-9.10539392358755,13.699236676938824,389575.84375,0.6194690265486725,,,1632475.75,0.8761061946902655,,,3690296.75,0.9911504424778761,,
bayes(rho=0)+mix,1,mover_500_1500km,319,1094.8502197265625,2252.3516601562496,0.0438871473354232,-9.852115810638859,13.955691787397164,478131.34375,0.4169278996865204,,,1851714.375,0.7523510971786834,,,3690296.75,0.9686520376175548,,
bayes(rho=0)+mix,1,mover_1500km_plus,431,1710.8095703125,3913.428955078125,0.06960556844547564,-9.8039746700664,13.8286694100034,467120.59375,0.4802784222737819,,,1692583.75,0.7540603248259861,,,3690296.75,0.9048723897911833,,
bayes(rho=0.177),1,all,6000,1103.984619140625,3803.958251953125,0.11416666666666667,-9.381685468564859,13.792067356755155,457187.3125,0.5456666666666666,,,1648609.75,0.8311666666666667,,,3628482.25,0.9593333333333334,,
bayes(rho=0.177),1,stayer,5137,1015.7161254882812,3821.8621093750003,0.12186100837064434,-9.31713370200596,13.792067356755155,457187.3125,0.5616118357017714,0.5480017569778795,0.5751298329936925,1648609.75,0.8436830835117773,0.8334956268671987,0.8533568915998166,3628482.25,0.9641814288495231,0.9587426289216442,0.9689264904692353
bayes(rho=0.177),1,mover,863,1322.5889892578125,3369.844628906264,0.06836616454229433,-9.765929298012207,13.792067356755155,457187.3125,0.4507531865585168,0.41784697511610663,0.4840958942616436,1648609.75,0.7566628041714948,0.7269372212830062,0.784113471254131,3628482.25,0.9304750869061413,0.9115281856649747,0.9456064973036321
bayes(rho=0.177),1,mover_0_500km,113,618.9876098632812,3483.982568359372,0.168141592920354,-9.083624794764324,13.647087384527708,371286.78125,0.6194690265486725,,,1579460.0,0.8761061946902655,,,3628482.25,0.9823008849557522,,
bayes(rho=0.177),1,mover_500_1500km,319,1151.7774658203125,2179.3061035156247,0.047021943573667714,-9.904220558856805,13.920327624620214,458733.09375,0.3887147335423197,,,1807640.75,0.7429467084639498,,,3628482.25,0.9592476489028213,,
bayes(rho=0.177),1,mover_1500km_plus,431,1729.986083984375,3826.90478515625,0.058004640371229696,-9.842461772855785,13.792067356755155,457187.3125,0.45243619489559167,,,1648609.75,0.7354988399071926,,,3628482.25,0.8955916473317865,,
net,5,all,6000,656.261962890625,3058.0879394531253,0.22733333333333333,-8.825000414900082,13.30623373599968,292035.3125,0.5726666666666667,,,1171314.0,0.8406666666666667,,,3108864.25,0.966,,
net,5,stayer,5137,508.6146240234375,2881.102783203127,0.25851664395561613,-8.558435971015864,13.294426436438375,292023.84375,0.6336383102978392,0.6203671905310277,0.6467097020929349,1167515.75,0.8935176172863539,0.8847864502078173,0.9016606560403113,3097138.25,0.9832587113101032,0.9793717889436255,0.9864233835822116
net,5,mover,863,1503.3704833984375,3477.652294921875,0.04171494785631518,-10.411722950512154,13.369257894414163,298958.6875,0.20973348783314022,0.18388701139045044,0.23815272458899495,1191623.375,0.526071842410197,0.4927157947330137,0.5591968038317068,3165312.25,0.8632676709154113,0.838729685911027,0.8845858540907449
net,5,mover_0_500km,113,462.5509338378906,2349.912158203125,0.19469026548672566,-8.857483689522393,13.122221196603068,257945.09375,0.5221238938053098,,,1109803.75,0.8230088495575221,,,3079944.5,0.9734513274336283,,
net,5,mover_500_1500km,319,1109.3291015625,2768.1800292968746,0.009404388714733543,-10.562488384971795,13.371183149489136,313534.21875,0.16300940438871472,,,1185196.75,0.47962382445141066,,,3134034.0,0.8871473354231975,,
net,5,mover_1500km_plus,431,2238.295166015625,3800.502197265625,0.025522041763341066,-10.70762750480268,13.392967859589403,306672.96875,0.16241299303944315,,,1239147.75,0.48259860788863107,,,3194920.25,0.8167053364269141,,
net+mix,5,all,6000,670.7176208496094,3093.1081787109374,0.22433333333333333,-8.837260337508463,13.540169926976633,354978.0,0.6166666666666667,,,1365893.375,0.875,,,3408752.875,0.9701666666666666,,
net+mix,5,stayer,5137,518.9813232421875,2938.819335937501,0.2546233210044773,-8.61926248452639,13.538657446285491,351954.75,0.6743235351372396,0.6613820993110053,0.6870044372436319,1360985.625,0.9112322367140354,0.9031442089093319,0.9187056609641145,3399941.5,0.9813120498345338,0.9772330592545986,0.9846716996860387
net+mix,5,mover,863,1497.0821533203125,3466.3889648437503,0.0440324449594438,-10.13489066284903,13.566519013235071,362022.8125,0.2734646581691773,0.24477836708594009,0.30415883205171096,1386338.0,0.6593279258400927,0.6270635046223961,0.6901801532731179,3426054.0,0.9038238702201622,0.8823254606360047,0.9217430104664435
net+mix,5,mover_0_500km,113,496.6570129394531,2477.932177734375,0.18584070796460178,-8.8446176620453,13.402664458779078,329625.90625,0.5486725663716814,,,1337267.5,0.8672566371681416,,,3356177.0,0.9823008849557522,,
net+mix,5,mover_500_1500km,319,1090.7943115234375,2548.6418945312494,0.012539184952978056,-10.260073539529724,13.575214782833307,370390.5,0.23197492163009403,,,1383568.125,0.6332288401253918,,,3426054.0,0.9278996865203761,,
net+mix,5,mover_1500km_plus,431,2203.91552734375,3778.99658203125,0.030162412993039442,-10.380522939948055,13.572570007806583,365129.1875,0.23201856148491878,,,1424855.0,0.6241299303944315,,,3428089.5,0.8654292343387471,,
bayes(rho=0),5,all,6000,703.6856689453125,3176.5769775390636,0.2055,-8.798653938930906,13.376514294518962,302043.96875,0.5911666666666666,,,1240589.75,0.8558333333333333,,,3108578.875,0.9626666666666667,,
bayes(rho=0),5,stayer,5137,584.2063598632812,3088.7927246093773,0.23087405100253067,-8.576526439271326,13.376073956016736,300966.71875,0.6363636363636364,0.6231113550048869,0.6494121166383552,1240589.75,0.8976056063850496,0.8890157338483947,0.9056012409286535,3104371.25,0.9807280513918629,0.9765935203397157,0.9841441145253617
bayes(rho=0),5,mover,863,1447.9310302734375,3553.788330078125,0.054461181923522596,-10.120865950230167,13.395081145111774,304527.0,0.32213209733487835,0.2918021118469662,0.35403860461149633,1258683.375,0.6071842410196987,0.5741939694239222,0.6392244913421508,3132818.75,0.8551564310544612,0.8301004070713193,0.8770645467103174
bayes(rho=0),5,mover_0_500km,113,476.7565612792969,3123.0983886718745,0.19469026548672566,-8.741570206070906,13.281643690204609,273712.40625,0.5929203539823009,,,1167458.5,0.8141592920353983,,,3052117.75,0.9823008849557522,,
bayes(rho=0),5,mover_500_1500km,319,1072.2327880859375,2650.2827148437495,0.025078369905956112,-10.250608812446433,13.427058135823486,330817.5,0.27899686520376177,,,1267859.125,0.6018808777429467,,,3138097.0,0.8620689655172413,,
bayes(rho=0),5,mover_1500km_plus,431,2175.307373046875,3808.7392578125,0.03944315545243619,-10.386463272835755,13.411792479983827,309617.5625,0.28306264501160094,,,1273628.375,0.5568445475638051,,,3159281.25,0.8167053364269141,,
bayes(rho=0)@cluster,5,all,6000,689.7776794433594,3150.822875976563,0.20833333333333334,-8.817327814062539,13.384658028534668,303343.375,0.5881666666666666,,,1249248.125,0.8568333333333333,,,3127055.0,0.9618333333333333,,
bayes(rho=0)@cluster,5,stayer,5137,572.0631713867188,3075.1763671875005,0.23437804165855558,-8.599032100605216,13.383908192460822,303343.375,0.6330543118551684,0.6197792143542256,0.6461305541941771,1247084.25,0.8970216079423788,0.8884113051199329,0.9050385455815553,3125578.75,0.9799493868016352,0.9757421709751074,0.9834392984558901
bayes(rho=0)@cluster,5,mover,863,1438.8870849609375,3551.252685546875,0.05330243337195829,-10.11673115129343,13.405714685092752,307201.25,0.320973348783314,0.29067782990476526,0.35285565995082085,1268900.25,0.6176129779837776,0.5847359356398384,0.649447564552123,3154941.5,0.8539976825028969,0.8288697220975294,0.8759880050812308
bayes(rho=0)@cluster,5,mover_0_500km,113,423.71405029296875,3123.0983886718745,0.20353982300884957,-8.728411650185324,13.286380654796568,274519.15625,0.584070796460177,,,1177572.375,0.8495575221238938,,,3058856.25,0.9823008849557522,,
bayes(rho=0)@cluster,5,mover_500_1500km,319,1065.1954345703125,2598.5903808593744,0.025078369905956112,-10.251125112577277,13.435401874459089,332247.96875,0.27586206896551724,,,1278608.375,0.6050156739811913,,,3179991.5,0.8620689655172413,,
bayes(rho=0)@cluster,5,mover_1500km_plus,431,2169.654296875,3809.701904296875,0.03480278422273782,-10.38125187049452,13.422517279161973,312157.59375,0.2853828306264501,,,1278608.375,0.5661252900232019,,,3175182.0,0.814385150812065,,
