model,k,group,n,median_km,p90_km,within_150km,logscore,entropy_bits,area50_km2,cover50,cover50_lo,cover50_hi,area80_km2,cover80,cover80_lo,cover80_hi,area95_km2,cover95,cover95_lo,cover95_hi
bayes(rho=0),1,stayer,5137,1015.7161254882812,3821.8621093750003,0.12186100837064434,-9.31713370200596,13.792067356755155,457187.3125,0.5616118357017714,0.5480017569778795,0.5751298329936925,1648609.75,0.8436830835117773,0.8334956268671987,0.8533568915998166,3628482.25,0.9641814288495231,0.9587426289216442,0.9689264904692353
bayes(rho=0),1,mover,863,1322.5889892578125,3369.844628906264,0.06836616454229433,-9.765929298012207,13.792067356755155,457187.3125,0.4507531865585168,0.41784697511610663,0.4840958942616436,1648609.75,0.7566628041714948,0.7269372212830062,0.784113471254131,3628482.25,0.9304750869061413,0.9115281856649747,0.9456064973036321
bayes(rho=0),1,mover_0_500km,113,618.9876098632812,3483.982568359372,0.168141592920354,-9.083624794764324,13.647087384527708,371286.78125,0.6194690265486725,,,1579460.0,0.8761061946902655,,,3628482.25,0.9823008849557522,,
bayes(rho=0),1,mover_500_1500km,319,1151.7774658203125,2179.3061035156247,0.047021943573667714,-9.904220558856805,13.920327624620214,458733.09375,0.3887147335423197,,,1807640.75,0.7429467084639498,,,3628482.25,0.9592476489028213,,
bayes(rho=0),1,mover_1500km_plus,431,1729.986083984375,3826.90478515625,0.058004640371229696,-9.842461772855785,13.792067356755155,457187.3125,0.45243619489559167,,,1648609.75,0.7354988399071926,,,3628482.25,0.8955916473317865,,
bayes(rho=0)@cluster,1,all,6000,1105.0025634765625,3804.732275390626,0.11483333333333333,-9.384784068277979,13.799472367094953,459078.90625,0.5451666666666667,,,1655194.625,0.8305,,,3633064.75,0.9581666666666667,,
bayes(rho=0)@cluster,1,stayer,5137,1014.8870849609375,3823.373486328126,0.12263967296087211,-9.32141687673079,13.799472367094953,459078.90625,0.5620011679968854,0.548392123105128,0.575517549583484,1655194.625,0.8427097527739926,0.8324979374748502,0.8524093741995651,3633064.75,0.9628187658166245,0.9572891906423324,0.9676566392389072
bayes(rho=0)@cluster,1,mover,863,1324.9000244140625,3370.2149902343886,0.06836616454229433,-9.761976725262794,13.799472367094953,459078.90625,0.44495944380069524,0.41211917285816535,0.4782875635052025,1655194.625,0.7578215527230591,0.7281368749761303,0.7852210441638832,3633064.75,0.9304750869061413,0.9115281856649747,0.9456064973036321
bayes(rho=0)@cluster,1,mover_0_500km,113,618.9876098632812,3484.4841308593723,0.168141592920354,-9.078543304884706,13.647841205379303,371288.65625,0.6194690265486725,,,1581075.75,0.8761061946902655,,,3633064.75,0.9911504424778761,,
bayes(rho=0)@cluster,1,mover_500_1500km,319,1150.529296875,2175.8175292968745,0.047021943573667714,-9.89755101668832,13.921443746541206,459078.90625,0.38557993730407525,,,1810383.125,0.7460815047021944,,,3633064.75,0.9592476489028213,,
bayes(rho=0)@cluster,1,mover_1500km_plus,431,1723.593505859375,3833.49365234375,0.058004640371229696,-9.840816116302193,13.799472367094953,459078.90625,0.4431554524361949,,,1655194.625,0.7354988399071926,,,3633064.75,0.8932714617169374,,
bayes(rho=0)+mix,1,all,6000,1186.147705078125,3867.17578125,0.10633333333333334,-9.40360512860935,13.8286694100034,467120.59375,0.55,,,1692583.75,0.8331666666666667,,,3690296.75,0.96,,
