ordering,k,n,median_km,mean_km,p90_km,within_150km,state_acc,logscore,calib_err,cover50,cover80,cover95,d_vs_mi,d_lo,d_hi,win_rate,tie_rate,same_set
mi,26,8000,197.47454833984375,644.42138671875,1996.037109375,0.444,0.5205,-7.783389233289225,0.0502083333333333,0.581875,0.8225,0.90375,0.0,0.0,0.0,0.0,1.0,1
mi,27,8000,193.45639038085938,643.0106201171875,1986.8377685546875,0.4455,0.52175,-7.770441841851429,0.048958333333333326,0.581125,0.818875,0.903125,0.0,0.0,0.0,0.0,1.0,1
mi,28,8000,188.8219451904297,632.5052490234375,1941.1363525390625,0.45175,0.529875,-7.752528891205143,0.04854166666666663,0.5785,0.8185,0.901375,0.0,0.0,0.0,0.0,1.0,1
mi,29,8000,182.67979431152344,627.4616088867188,1934.28369140625,0.46,0.53375,-7.729769382648263,0.04837499999999998,0.58,0.81725,0.902125,0.0,0.0,0.0,0.0,1.0,1
mi,30,8000,175.426513671875,622.5001831054688,1939.4542236328125,0.46625,0.541125,-7.716508501345356,0.047999999999999966,0.57925,0.813375,0.898625,0.0,0.0,0.0,0.0,1.0,1
ratio,1,8000,1307.402099609375,1578.0377197265625,3855.634521484375,0.125125,0.107,-9.5100729779233,0.007749999999999997,0.514875,0.805625,0.95275,197.52197265625,150.12743530273437,252.52318725585937,0.386,0.095,0
ratio,2,8000,1180.6492919921875,1495.9169921875,3848.046630859375,0.138875,0.13225,-9.329360823399055,0.02370833333333333,0.536625,0.826375,0.958125,198.030517578125,159.63034057617188,230.48269653320312,0.29725,0.258625,0
ratio,3,8000,1071.9776611328125,1433.166015625,3565.08056640625,0.15975,0.18725,-9.165873180430648,0.03054166666666669,0.55,0.833375,0.95825,163.71990966796875,119.88974304199219,215.17499694824212,0.22375,0.439,0
ratio,4,8000,1009.095458984375,1379.84814453125,3522.822509765625,0.171,0.222125,-9.046101457896356,0.03808333333333336,0.566625,0.8375,0.960125,172.55126953125,136.83008880615233,211.0262313842773,0.245375,0.367125,0
ratio,5,8000,711.18408203125,1190.8349609375,3309.920166015625,0.19225,0.24825,-8.867097680669008,0.042666666666666665,0.57425,0.843375,0.960375,3.41375732421875,-20.76592254638672,24.796986389160153,0.22875,0.504875,0
ratio,6,8000,648.6699829101562,1062.3402099609375,2863.541015625,0.210875,0.2795,-8.755168205405178,0.04674999999999999,0.584125,0.846375,0.95975,-31.99383544921875,-52.983883666992185,-7.781344604492223,0.2145,0.594125,0
ratio,7,8000,596.14013671875,1023.2294311523438,2837.841552734375,0.231875,0.30575,-8.665037953556652,0.048958333333333326,0.590375,0.849125,0.957375,-12.55023193359375,-32.23116455078125,4.780537414550775,0.22825,0.586,0
ratio,8,8000,562.119873046875,978.9181518554688,2719.937255859375,0.24975,0.326375,-8.556669615968465,0.050500000000000024,0.59225,0.852875,0.956375,0.0,0.0,0.0,0.0,1.0,1
ratio,9,8000,522.0785522460938,945.247802734375,2668.418701171875,0.2635,0.34525,-8.466931459821044,0.05229166666666666,0.59775,0.85475,0.954375,0.0,0.0,0.0,0.0,1.0,1
ratio,10,8000,495.38201904296875,915.875,2555.7275390625,0.272125,0.3565,-8.42492771936849,0.05245833333333331,0.596625,0.858625,0.952125,10.471343994140625,-2.534856414794922,27.12057647705078,0.1655,0.66025,0
