ordering,k,n,median_km,mean_km,p90_km,within_150km,state_acc,logscore,calib_err,cover50,cover80,cover95,d_vs_mi,d_lo,d_hi,win_rate,tie_rate,same_set
ratio,11,8000,482.3369140625,898.9658813476562,2506.02587890625,0.284625,0.364875,-8.378586566548847,0.05099999999999997,0.597125,0.855125,0.94925,34.46923828125,15.42403564453125,53.04311447143553,0.215625,0.550625,0
ratio,12,8000,452.50946044921875,874.919189453125,2437.780029296875,0.29475,0.38075,-8.3224145513776,0.047708333333333276,0.5925,0.84725,0.946625,34.2254638671875,14.684067535400391,54.34068298339843,0.237125,0.496,0
ratio,13,8000,431.7618408203125,862.9100952148438,2418.471923828125,0.30475,0.388875,-8.271657930317069,0.048374999999999946,0.59625,0.846,0.947125,51.62506103515625,33.01890411376953,70.29557342529297,0.254375,0.44525,0
ratio,14,8000,414.3541564941406,849.7936401367188,2418.0810546875,0.314875,0.39825,-8.23489559757798,0.04891666666666664,0.5965,0.846125,0.945875,63.495025634765625,46.091607666015626,82.19334030151364,0.264375,0.412,0
ratio,15,8000,388.0551452636719,835.593017578125,2398.602294921875,0.3245,0.406,-8.196645152498334,0.049333333333333305,0.59475,0.846125,0.942875,61.1678466796875,42.38448944091797,81.4281753540039,0.270375,0.384,0
ratio,16,8000,361.9881896972656,809.595458984375,2308.717529296875,0.335375,0.416875,-8.152352069382404,0.04774999999999996,0.593375,0.84,0.940125,41.694610595703125,25.188744354248048,58.85053634643555,0.30225,0.3465,0
ratio,17,8000,336.93206787109375,778.8965454101562,2262.848388671875,0.346375,0.433125,-8.109285789433534,0.045999999999999965,0.586875,0.836375,0.93525,28.214202880859375,11.919087982177734,44.42719802856445,0.3065,0.353625,0
ratio,18,8000,319.29266357421875,759.0567016601562,2199.55859375,0.358375,0.445375,-8.061901693609837,0.04641666666666663,0.584375,0.835125,0.93025,21.566436767578125,7.026658630371093,36.71924133300777,0.287625,0.396875,0
ratio,19,8000,291.6542663574219,739.6546020507812,2168.95947265625,0.371125,0.46,-8.01071533254347,0.047458333333333304,0.586375,0.833375,0.927375,18.05877685546875,3.824523162841797,32.441152954101554,0.27225,0.431875,0
ratio,20,8000,280.699462890625,727.1576538085938,2157.201416015625,0.38025,0.471875,-7.978475180398582,0.04704166666666665,0.58625,0.8305,0.925625,18.75054931640625,6.894526672363281,30.903956985473624,0.2455,0.492625,0
ratio,21,8000,270.62359619140625,721.6829833984375,2152.52001953125,0.386375,0.475375,-7.948925022368738,0.04712499999999994,0.584625,0.83,0.92325,15.3302001953125,4.3427589416503904,27.056195831298826,0.243875,0.49175,0
ratio,22,8000,263.1377868652344,714.4938354492188,2149.880126953125,0.396,0.47775,-7.9069762790785845,0.04783333333333332,0.58525,0.830625,0.922375,18.297882080078125,6.8513134002685545,27.769934463500938,0.234625,0.505125,0
ratio,23,8000,253.41261291503906,707.745361328125,2143.1142578125,0.403,0.485,-7.87688308592577,0.049124999999999974,0.587875,0.829875,0.920375,27.071685791015625,17.64742431640625,38.98119392395019,0.225625,0.508875,0
ratio,24,8000,241.50254821777344,696.059326171875,2112.115234375,0.40875,0.491125,-7.85350927025544,0.048333333333333305,0.584875,0.828,0.917875,32.97772216796875,23.627373123168944,45.591296005249006,0.221375,0.5165,0
ratio,25,8000,236.80630493164062,690.1001586914062,2102.118408203125,0.415625,0.495375,-7.832521376078165,0.04845833333333327,0.584375,0.827375,0.916375,33.087493896484375,22.175996017456054,43.22693443298339,0.21475,0.526375,0
ratio,26,8000,216.917724609375,676.7506103515625,2091.364013671875,0.426875,0.505625,-7.800334046791588,0.048166666666666656,0.58225,0.82525,0.913,19.44317626953125,11.886535263061523,31.325392532348626,0.1965,0.579,0
ratio,27,8000,201.19644165039062,651.9751586914062,2022.989501953125,0.43925,0.518375,-7.77884719300073,0.04829166666666662,0.581625,0.820375,0.907125,7.74005126953125,0.7135696411132812,14.675889968872067,0.168375,0.65,0
ratio,28,8000,194.7198486328125,643.9030151367188,1983.671142578125,0.4465,0.52425,-7.755488997619597,0.04908333333333329,0.58375,0.8185,0.905,5.8979034423828125,-0.15003585815429674,13.818247604370116,0.16825,0.647625,0
ratio,29,8000,178.04855346679688,628.5939331054688,1972.108642578125,0.462125,0.535875,-7.735487831208794,0.04958333333333328,0.581,0.81875,0.901,-4.6312408447265625,-8.845209121704102,1.2776206970214843,0.124125,0.75625,0
ratio,30,8000,175.426513671875,626.9481201171875,1966.4017333984375,0.465,0.541375,-7.718151087431573,0.049041666666666615,0.580125,0.816375,0.899375,0.0,-5.5373485565185545,4.899457931518544,0.158,0.676,0
purity,1,8000,1109.880126953125,1415.748779296875,3806.438720703125,0.108,0.10425,-9.434905304301864,0.01824999999999999,0.527125,0.820875,0.95675,0.0,0.0,0.0,0.0,1.0,1
purity,2,8000,982.6187744140625,1407.434814453125,3768.673095703125,0.124375,0.115875,-9.264284837334095,0.02979166666666666,0.545,0.832375,0.962,0.0,0.0,0.0,0.0,1.0,1
purity,3,8000,908.2577514648438,1315.7659912109375,3515.8935546875,0.166375,0.1765,-9.11039014777799,0.036125,0.557875,0.837625,0.962875,0.0,0.0,0.0,0.0,1.0,1
purity,4,8000,774.1275024414062,1239.8447265625,3410.6015625,0.182625,0.21675,-8.97389996349326,0.03829166666666665,0.564875,0.838625,0.961375,-62.41668701171875,-90.15904693603515,-30.42798004150392,0.220125,0.54175,0
purity,5,8000,707.7703247070312,1166.703125,3232.566162109375,0.20075,0.241625,-8.849821893186396,0.04466666666666667,0.572125,0.847625,0.96425,0.0,0.0,0.0,0.0,1.0,1
