true_rho,realised_rho,theta,movers,surface_mae,tau_base,deployed_rho,k,median_km,p90_km,within_150km,state_acc,region_acc,logscore,calib_err,cover50,cover80,cover95
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,0.75,0.0,20,257.46367376841573,2097.1553333520924,0.39,0.4741666666666667,0.6341666666666667,-8.016498597808722,0.04555555555555557,0.5116666666666667,0.7483333333333333,0.8766666666666667
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,0.75,0.177,5,774.97666687071,3309.798221676093,0.16583333333333333,0.19833333333333333,0.3541666666666667,-8.931620785420716,0.05611111111111108,0.5891666666666666,0.8633333333333333,0.9658333333333333
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,0.75,0.177,12,610.0915209494319,2815.5241027289107,0.21416666666666667,0.2816666666666667,0.4191666666666667,-8.698294461829182,0.08222222222222227,0.6508333333333334,0.8725,0.9733333333333334
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,0.75,0.177,20,568.3214897219825,2731.081577845627,0.21333333333333335,0.28833333333333333,0.43,-8.608042012025674,0.09972222222222223,0.6766666666666666,0.8958333333333334,0.9766666666666667
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,1.0,0.0,5,599.9577410648888,2879.8245366464657,0.21583333333333332,0.24416666666666667,0.415,-8.81397176892813,0.0436111111111111,0.4683333333333333,0.7425,0.9083333333333333
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,1.0,0.0,12,381.0714539198565,2299.745591287271,0.31166666666666665,0.3958333333333333,0.5583333333333333,-8.430754254621004,0.08666666666666666,0.445,0.6933333333333334,0.8516666666666667
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,1.0,0.0,20,259.54910967147896,2135.681276732744,0.3925,0.4791666666666667,0.63,-8.28911184907114,0.10499999999999998,0.42833333333333334,0.6775,0.8291666666666667
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,1.0,0.177,5,658.1993137998061,3163.8823877416385,0.1875,0.2275,0.3908333333333333,-8.829472716352045,0.038888888888888896,0.5658333333333333,0.8425,0.9583333333333334
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,1.0,0.177,12,501.8121782679501,2625.2174684380066,0.24583333333333332,0.3225,0.47583333333333333,-8.51495258668618,0.07388888888888885,0.6333333333333333,0.8741666666666666,0.9641666666666666
0.18,0.17784108827638087,0.380859375,165,9.966702697959683,1.0,0.177,20,463.9971206033716,2404.455937136578,0.2683333333333333,0.3491666666666667,0.5033333333333333,-8.384607806468296,0.09361111111111113,0.6691666666666667,0.895,0.9666666666666667
