true_rho,realised_rho,theta,movers,surface_mae,tau_base,deployed_rho,k,median_km,p90_km,within_150km,state_acc,region_acc,logscore,calib_err,cover50,cover80,cover95
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.55,0.177,12,987.8822044056258,3457.3118137092156,0.15083333333333335,0.17666666666666667,0.3075,-8.97144100525562,0.06694444444444447,0.6225,0.8608333333333333,0.9675
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.55,0.177,20,1129.3280051536221,3764.8435363940425,0.1275,0.15166666666666667,0.2608333333333333,-8.922959006773986,0.07194444444444444,0.6275,0.8658333333333333,0.9725
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.75,0.0,5,844.7781865297266,3078.1240275848845,0.16666666666666666,0.19666666666666666,0.36916666666666664,-9.000214152881375,0.03388888888888888,0.45916666666666667,0.7616666666666667,0.9275
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.75,0.0,12,560.9446122069321,2578.0889485791495,0.2608333333333333,0.31083333333333335,0.48,-8.551644602005775,0.06666666666666667,0.44916666666666666,0.7191666666666666,0.8816666666666667
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.75,0.0,20,414.9541367303269,2561.3044468157923,0.3225,0.37916666666666665,0.5458333333333333,-8.356007165568418,0.09111111111111113,0.42583333333333334,0.705,0.8458333333333333
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.75,0.177,5,905.248778940728,3252.3685942676684,0.14833333333333334,0.1775,0.3383333333333333,-9.051827355342988,0.032777777777777795,0.56,0.8358333333333333,0.9525
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.75,0.177,12,815.0631536646821,2941.5411332038034,0.18833333333333332,0.23833333333333334,0.3825,-8.799208575292726,0.06611111111111112,0.6233333333333333,0.8616666666666667,0.9633333333333334
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,0.75,0.177,20,816.72045484494,3059.855135904787,0.18333333333333332,0.2375,0.36333333333333334,-8.723476331347404,0.07833333333333337,0.6408333333333334,0.8725,0.9716666666666667
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,1.0,0.0,5,845.3965285263009,2956.169499414441,0.17,0.195,0.3675,-9.114896720135459,0.10916666666666668,0.38416666666666666,0.665,0.8733333333333333
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,1.0,0.0,12,506.20196277587127,2524.084889895056,0.2775,0.31833333333333336,0.48833333333333334,-8.793482513521207,0.15555555555555553,0.3491666666666667,0.6216666666666667,0.8125
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,1.0,0.0,20,394.145665116748,2504.56973422002,0.3375,0.38416666666666666,0.5583333333333333,-8.73178176038129,0.16694444444444442,0.3491666666666667,0.6075,0.7925
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,1.0,0.177,5,879.2512724208343,3119.4418652067466,0.1625,0.19166666666666668,0.3616666666666667,-8.994981936858789,0.010833333333333325,0.5208333333333334,0.8066666666666666,0.945
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,1.0,0.177,12,705.1002857457152,2819.6356511379818,0.22083333333333333,0.275,0.4266666666666667,-8.645248967830838,0.05444444444444444,0.5991666666666666,0.8558333333333333,0.9583333333333334
0.18,0.15548798340459033,0.380859375,165,29.966616181211958,1.0,0.177,20,595.1196567296912,2746.1742248706087,0.23083333333333333,0.29583333333333334,0.4475,-8.529196777771052,0.07777777777777777,0.6425,0.8733333333333333,0.9675
